pairID	input	label
3d54b59e14cf3785ca2f43a8cb50792d	Question: What might happen to a person after falling? Answer: feel embarrassed Explanation: feel embarrassed explanation feeling embarrassed is the only thing that might happen after falling.	Choice: give gifts Choice: receive letters 
ebd9803350396597697c9b1d80919d24	Question: She could watch people coming and going to all the different shops while at the beauty salon because it was located where? Answer: strip mall Explanation: strip mall explanation the beauty salon is located in a strip mall.	Choice: neighborhood Choice: clerk 
1dbfb41e04a10bdbb085bfe667c0df99	Question: How can a company efficiently sell things to their customer? Answer: mail order Explanation: mail order explanation a company can efficiently sell things to their customer by mail order.	Choice: own factory Choice: ship goods 
5172041c750d22e9a5081cc024de0fa6	Question: When a person is looking at an altar, where might they be standing? Answer: temple Explanation: temple explanation a temple is the only place that would have an altar.	Choice: ceremony Choice: sanctuary 
f31d16a69a1818669398b020e739cbc7	Question: John needed his watched fixed. Where might he take it? Answer: jewellers Explanation: jewellers explanation jewellers fix watches	 Choice: department store Choice: guard tower
0a9b35647058d25e44b5f87609f11481	Question: Where would you go to learn how to play a french horn? Answer: music class Explanation: music class explanation a music class is the only place you would go to learn how to play a french horn.	Choice: concert hall Choice: music store
3f7a4d30375cdbbfb2c3233f53b4a9df	Question: Where can you get on a highway in San Diego, Omaha, and Atlanta? Answer: united states Explanation: united states explanation the united states is the only place where you can get on a highway.	 Choice: countryside Choice: atlas
5bc540ac295f825d4b0bbce7d70c63f7	Question: Where can I put the bean bag chair so that everyone can use it? Answer: family room Explanation: family room explanation a family room is the only place where everyone can use it.	Choice: floor Choice: house
927a1ba9e76d6ee8dcee0749b12aabcd	Question: Where would glasses be needed by many people? Answer: meeting Explanation: meeting explanation a meeting is the only place where glasses are needed.	Choice: cabinet Choice: cupboard
c33b4da4928cb997854d048e30db455a	Question: James loved his workplace.  He was a cashier but he has a lot of leisure time which he spent browsing the new releases and bestsellers.  Where might he be working? Answer: bookstore Explanation: bookstore explanation a bookstore is the only place where you can browse new releases and bestsellers.	 Choice: shop Choice: supermarket
c5e83136a6105facb506868903285217	Question: The neolithic person was hungry, so what was their solution to the prblem? Answer: hunt for food Explanation: prepare to go explanation the neolithic person was hungry, so what was their solution to the prblem?	Choice: prepare to go Choice: feel humiliated 
1a8bd8c3100678aec9c10e363ba3c84f	Question: Sally and Joe were burned by chemicals because they ignored the signs.  She had chemical burns in her vagina.   Where might they have been? Answer: swimming pool Explanation: swimming pool explanation sally and joe were burned by chemicals because they ignored the signs.	 Choice: chemistry lab Choice: laboratory
19e6b9dbbdecd37dfdbea59b4b1edcfd	Question: The teachers needed to get their classrooms ready for the school year.  What is one thing they might do? Answer: open boxes Explanation: open boxes explanation teachers need to get their classrooms ready for the school year.	 Choice: teach children Choice: talk too much
94467cef6d7137eb1c1f9b72a0e9728a	Question: If you say farewell to a group of children what gesture might they make? Answer: wave goodbye Explanation: wave goodbye explanation if you say farewell to a group of children, you are saying goodbye.	Choice: spring into action Choice: experience fear
f8bc75e2683aa2cd3765f8421ad2b4c7	Question: She was going to bed at 11 at night, what was she looking to do? Answer: falling asleep Explanation: falling asleep explanation she was going to bed at 11 at night,what was she looking to do?	 Choice: laziness Choice: dreaming of
55c6360320bbbb0523ad03b6aac028cc	Question: A requirement committing murder is that someone must what? Answer: die Explanation: die explanation if someone commits murder, they must die.	Choice: own death Choice: great sorrow
e663049eec08d9a0af1d2c6be5a0b5f6	Question: What do you do when you pray, even if you are paralyzed? Answer: speak to god Explanation: kneel explanation if you are paralyzed, you kneel.	Choice: kneel Choice: go to church
8880e7de8b2393d5bc9ce6c25c9de663	Question: What could be happening near you if the ground is getting wet? Answer: melting Explanation: feeling cold explanation if the ground is getting wet, you will feel cold.	Choice: skin rash Choice: feeling cold
b8af048c12f32bd5b044c08d663fc627	Question: Billy needed his hammer, so he looked where? Answer: tool box Explanation: tool box explanation a tool box is the most likely place to find a hammer.	 Choice: hardware store Choice: repair shop
d4c3fef3ed77d9374fceb3fc9506a466	Question: You will find many swamps in the in the southern U.S. along what geographic feature? Answer: river delta Explanation: river delta explanation river delta is the only geographic feature in the southern u.s.	 Choice: michigan Choice: louisiana
f5ac2fe1738e724c955b815b8d647fb1	Question: A woman was running around town doing her errands, what was she gathering? Answer: supplies Explanation: supplies explanation supplies is the only thing that a woman would gather when she was running around town.	Choice: gain Choice: help people
45d1e086b2a4f85c927d3cc2fd3a8b00	Question: John wanted to keep his food fresh, she he bought something that would let him suck the air it, leaving empty space inside.   This would keep food fresh.  This item was a type of what? Answer: jar Explanation: jar explanation a jar is the only thing that would keep food fresh.	Choice: universe Choice: front
3525a05009643f49794f1fd360ae8bc3	Question: What east coast city is known for their pizzerias? Answer: new york Explanation: chicago explanation chicago is the only east coast city known for its pizzerias	Choice: chicago Choice: capital cities 
60dc62c817dd93dfd3c3d1db26b95a4c	Question: If you catch your girlfriend lying about seeing another guy, you'll most likely experience what? Answer: broken heart Explanation: broken heart explanation if you catch your girlfriend lying about seeing another guy, you'll most likely get caught.	Choice: mistrust Choice: get caught
4f34543a331d2b998fa3d2050344cffb	Question: Seeing how old things created so long ago is likely to cause? Answer: reverence Explanation: reverence explanation seeing how old things created so long ago is likely to cause reverence.	Choice: curiosity Choice: painful memories
c566b55deae82762a0d013dcc9961a6c	Question: The jeweler was impressed by the quality of the diamonds, why was he so impressed? Answer: clear Explanation: rare explanation rare is the only choice that makes sense.	Choice: rare Choice: pretty
0dd33ae5cc41a5b31eab439dfcd74c23	Question: What drives the people to play well in fencing? Answer: competition Explanation: competition explanation competition is the only thing that drives people to play well in fencing.	 Choice: perspiration Choice: severe injuries
9ef188df239f1490f6adab7d466df369	Question: What could there be in a beauty salon? Answer: clerk Explanation: clerk explanation clerk could there be in a beauty salon?	Choice: city Choice: neighborhood 
760ab75825e686700c0d915810189b10	Question: what can one add to a building to increase it's size? Answer: rooms Explanation: rooms explanation rooms are the only thing that can be added to a building to increase its size.	Choice: urban area Choice: town
68cafe894844bad82088984005de0cf4	Question: What is it called when you spend time with friends and acquaintances? Answer: socialize Explanation: socialize explanation socializing is the only way to spend time with friends and acquaintances.	Choice: clean room Choice: go somewhere 
b4723925948b94e3fa71dc8591fe7109	Question: If a person feels they are getting a job but they never get the offer, how might they feel? Answer: let down Explanation: let down explanation if someone feels they are getting a job but they never get the offer, they feel let down.	Choice: gratitude Choice: illness 
009aff15025613594bec039a612becd4	Question: What emotion might someone feel if they've been doing housework all day and someone messed up your home? Answer: anger Explanation: anxiety explanation if you've been doing housework all day and someone messed up your home, you might feel anxious.	Choice: anxiety Choice: stress 
1853d64fd7b2c071d607ab7a0fc869b3	Question: Where is a large city hall usually located? Answer: downtown area Explanation: downtown area explanation a large city hall is usually located in the downtown area.	Choice: detroit Choice: towns 
85a328ef0c4ddf9614e18e0cdef92853	Question: The ability to remember things is a sign of what? Answer: intelligence Explanation: intelligence explanation intelligence is the ability to remember things.	 Choice: recall Choice: learning about
5586c15d16f83b0e6e44e6ca8dfdf338	Question: Sam refered to Sean as a servant.  Joan was less polite, and used a different term. What term did she use? Answer: hired help Explanation: hired help explanation sam refers to him as a servant.	 Choice: rich person Choice: freedom
05d73ae4829152a0e9139d8ed1f8acff	Question: If you lost track of a monkey at home what is the closest place you should look first? Answer: friend's house Explanation: friend's house explanation a friend's house is the closest place	 Choice: african continent Choice: amazon basin
451aca3e8f1e4fb053ba2eecf70b7dd5	Question: The small dog looked longingly into the warm home and laughing family, what did it want? Answer: own house Explanation: own house explanation i consider it the best option because they have to be more true	Choice: suburb Choice: nursing home 
7dc38c3c4b18a2070a939cfa4e1e9798	Question: People want to go on vacation. Where might they go? Answer: national park Explanation: national park explanation people want to go on vacation. where might they go?	Choice: confession Choice: vehicles
fe9707c41e9ea4f92d823d13d7c3d5d2	Question: When you first wake up and head to work what do you have to do? Answer: get going Explanation: get going explanation if you wake up and head to work, you have to get going.	 Choice: concentrate Choice: have job
ebff91bb3b92fdd97a2b248c8990c0d1	Question: Where would someone keep a grandfather clock? Answer: house Explanation: desk explanation a desk is the only place you would keep a grandfather clock.	Choice: desk Choice: office building 
84f6bbb4ec381c5cb33bc93661584cb9_1	Question: You would expect to find the reception desk in what part of a business? Answer: lobby Explanation: lobby explanation reception desks are located in the lobby of a business	Choice: building Choice: office park
11486f615f20f2975079df3165eef20e	Question: John was 15 and this was the first year he would get to do what? Answer: go to high school Explanation: go to high school explanation i consider it the best option because they have to be more true	Choice: try to get Choice: go to class 
1596bb54bdd46075d8a9dc372559a369	Question: What usually happens to citizens when there is waging war? Answer: suffering Explanation: people dying explanation if there is a war, they usually die.	Choice: evil Choice: people dying
7c2eaffebdf140575723f8d018536c10	Question: Debbie noticed that there was a ficus decorating the room while she was getting a perm.  Where was this plant? Answer: hair salon Explanation: hair salon explanation hair salon is the only place where a ficus would be found.	Choice: flower garden Choice: family room 
e1c17ded1068fb4b902dbdebb9adcb44	Question: Faith can be defined as belief without what? Answer: knowledge Explanation: knowledge explanation knowledge is the only thing that can be defined as belief.	 Choice: disbelief Choice: despair
aa3cc272fa14edb5e5250e605f81fe1d	Question: The children were running late for school, after eating breakfast they left behind their what? Answer: dirty dishes Explanation: dirty dishes explanation the children were running late for school, after eating breakfast they left behind dirty dishes	Choice: bad breath Choice: being satisfied
784f48a243665fadce7cd7f3ebb579e5	Question: What is a trait of a bright green ficus? Answer: good health Explanation: good health explanation a bright green ficus has good health.	 Choice: own home Choice: lobby
8ec4a5cfff8a696d3c6818b31e541d87	Question: The two were wrestling, having fun and what? Answer: playing around Explanation: playing around explanation the two were wrestling, having fun and what?	 Choice: constructing Choice: kiss
27d5adeb3fa808e5d49e7af1905d4bca	Question: The man loved to fish bass, to be happy all he needed was a boat, his equipment, and a what? Answer: freshwater lake Explanation: freshwater lake explanation a freshwater lake is the only option that would be suitable for bass fishing.	 Choice: music store Choice: river
20842549bbf07bee0c769ea406c86df0	Question: In order to have food to eat, what do people typically do for it? Answer: work for Explanation: purchase food from webvan.com explanation i consider it the best option because they have to be more true	Choice: purchase food from webvan.com Choice: grow food
53fce4fedd1d8a5e67ccc18ea8d1ede6	Question: A gazelle needs to run and jump when it's on what sort of terrain? Answer: steppe Explanation: steppe explanation a gazelle needs to run and jump when it's on open field.	Choice: encyclopedia Choice: open field 
d47c5541e29cd6a6679e81b81c5e7bbf	Question: Amy sat down and turned on her monitor.  She only had an hour of time to do her work.  Where might she be? Answer: internet cafe Explanation: desktop explanation i consider it the best option because they have to be more true	Choice: desktop Choice: box 
21aba2fea8009f549362dd1eb70d634d	Question: What might someone not caught killing someone have? Answer: guilty conscience Explanation: guilty conscience explanation if someone is not caught killing someone, they have a guilty conscience.	Choice: retribution Choice: criminal trial
6122d3a8b6586e9c05975a28869fc2b2	Question: Where might there be lots of different lawns? Answer: north america Explanation: united states explanation north america is the only place that might have lots of different lawns.	Choice: united states Choice: golf course
4c71b0e5cbd0f9fcc0c4086c49552c65	Question: Where are people likely to stand at an intersection? Answer: street corner Explanation: street corner explanation a street corner is the most likely place to stand at an intersection.	Choice: cars Choice: city street 
58288e370190424aea227ce047d43f76	Question: An evening of remembering often leads to what? Answer: nostalgia Explanation: knowledge explanation a night of remembering often leads to knowledge.	 Choice: knowledge Choice: problems
101812e4c770dcc8ffaaf6dd5446ebc6	Question: The spider web was out of the way of human traffic, where was it? Answer: corner Explanation: front door explanation the spider web was out of the way of human traffic,where was it?	Choice: basement Choice: front door 
2780621e86155c010533fce9e4ada0ca	Question: What is likely to happen to someone who hurts someone else without regret? Answer: bad karma Explanation: feel remorse explanation feeling remorse is the only option that would happen to someone who hurts someone else without regret.	 Choice: feel remorse Choice: will resent
ab638354b34cbdbc5db3588b422bba51	Question: The wine cellar needed a consistently cool and dark place, where should it be built? Answer: basement Explanation: basement explanation a basement is the only place that would be cool and dark.	 Choice: house Choice: home
ea112d5d5d7c4e4a98b01cd246bf42e4	Question: James was a stranger to them, but to me he was what? Answer: friend Explanation: known person explanation i consider it the best option because they have to be more true	Choice: family Choice: known person
28effd442670792d72cafad8883aaf20	Question: He finally found someone as ugly as him, knowing he wouldn't be the one sticking out was what? Answer: pleasing Explanation: pleasing explanation i consider it the best option because they have to be more true	 Choice: gorgeous Choice: handsome
c611add16452cc26821ad252d19d6306	Question: Where could a bald eagle see for mile around? Answer: mountainous terrain Explanation: mountainous terrain explanation a mountainous terrain is the only option where you can see miles around.	Choice: wilderness area Choice: eyrie 
05aff296916c4fe9bb7bb2a5f1762523	Question: The man was eating lunch but never ate reasonably sized meals, what happened as a result? Answer: gain weight Explanation: gain weight explanation if you never eat reasonably sized meals, you will gain weight.	Choice: bad breath Choice: late for work 
6b1bd6d3cfb02d3fa1ab61d8ddd67c6d	Question: Minerals can be found on what third rock from the sun? Answer: earth Explanation: earth explanation earth is the third rock from the sun.	Choice: multivitamin Choice: ore
d728c3265a704c0db7e837bc8b5d94dc	Question: Where would you find fungus in a university? Answer: biology laboratory Explanation: biology laboratory explanation a university is the only place where you would find fungus	Choice: decaying matter Choice: old cheese 
547058dd0d5c9870208330a7ea4a35f9	Question: What were southern institutions where slaves do the labor called? Answer: plantation Explanation: plantation explanation a plantation is the only place where slaves work.	 Choice: ancient rome Choice: poor countries
fe9289f5b584097e5b4e374b7bbbea59	Question: Despite reports of bad weather, the wedding day was gorgeous, what did the weather do? Answer: surprise us Explanation: surprise us explanation the wedding day was beautiful,what did the weather do?	Choice: change quickly Choice: look beautiful 
a221f2e828cd87979acfdc23954b37c2	Question: If people are busy, what do they tend to do? Answer: hurry along Explanation: hurry along explanation if people are busy, they tend to hurry along	Choice: make lists Choice: trade places
b0a9013773544a178a0783bda90c086b	Question: What is a lawyer required to do during the discovery phase of a trial? Answer: produce evidence Explanation: produce evidence explanation a lawyer must produce evidence during the discovery phase of a trial.	Choice: state case Choice: come early 
f889acfc9ff4a6611f765790aa217b47	Question: What is a type of hill? Answer: mountain Explanation: mountain explanation a mountain is a type of hill.	 Choice: flat ground Choice: flat land
76c73727621cf575e4af1b6b7021e3ab	Question: What differs in people living in different parts the world? Answer: thought Explanation: thought explanation people living in different parts of the world have different thoughts.	Choice: universe Choice: countries
e69a80010fcd4a4370e0ae1488556dec	Question: WHat does a real estate agent do when there is something wrong with the house they are showing? Answer: cover up Explanation: exaggerate explanation if there is something wrong with the house they are showing, they exaggerate.	 Choice: exaggerate Choice: incompetent
edc3df3b6c7613a2c29aad2f137faedf	Question: An atheist was asked what happens after dying, what was his response? Answer: no longer exist Explanation: no longer exist explanation an atheist was asked what happens after dying,what was his response	Choice: born again Choice: unable to work 
d2ef6e4219df1f8d3b90e9d9a810d42c	Question: What do dogs need to get so they behave appropriately? Answer: trained Explanation: trained explanation dogs need to be trained so they behave appropriately	Choice: require water Choice: get lost 
a9432e7b9cf609545d096c0ed60f914f	Question: The big match was today and those lucky enough to have tickets filled in to the what? Answer: football stadium Explanation: football stadium explanation the big match was today and those lucky enough to have tickets filled in	 Choice: bus depot Choice: surface of earth
4cd993a23af666c4a2b321c4850af4d0	Question: The rooms in the experimental home were quite unique, they weren't the traditional what? Answer: square shape Explanation: square shape explanation the room in the experimental home was quite unique,they weren't the traditional what?	Choice: high walls Choice: doors and windows 
ed4a7e99f8030eec63d4d9dac45a93e9	Question: Where would you expect to see a white fox? Answer: arctic tundra Explanation: open meadow explanation white foxes are found in open meadows	Choice: open meadow Choice: great outdoors 
da5af65e6f5fb20a88ff59d8d58d3375	Question: Alexa wants to eat lunch  but she left her lunchbox and wallet at home.  John gives her a twenty so that she can go out and do what? Answer: buy food Explanation: buy food explanation i consider it the best option because they have to be more true	Choice: get food Choice: have food 
7d2cf2234fa92739b281824036bdc76e	Question: John's router kept going to sleep.  This made his internet searches much slower, because it increased this. What is this? Answer: latency Explanation: latency explanation john's router kept going to sleep.	 Choice: loss of consciousness Choice: not awake
191d0cc8ee3962b2e80801ba1c9d079a	Question: What do people in love do on their birthdays? Answer: buy presents for others Explanation: buy presents for others explanation people who are in love do birthdays to buy presents.	Choice: make friends Choice: meet friend 
298187c82e3fa9684b7644ec8dfdd23e	Question: The man wanted a new cereal bowl, where should he buy one? Answer: china shop Explanation: china shop explanation i consider it the best option because they have to be more true	Choice: kitchen cabinet Choice: cupboard
d8e19de86c4b90253144c8076d917f85	Question: Even though people in the team sometimes what, they argue constructively? Answer: disagree with each other Explanation: disagree with each other explanation disagreement is the only option that makes sense.	 Choice: sign checks Choice: like popcorn
fb9d4b329bb7cc51ecdc207cebe9002d	Question: Where is the ficus tree native to? Answer: middle east Explanation: middle east explanation the ficus tree is native to the middle east	Choice: dictionary Choice: apartment 
64da3c2ced436507679641fcb40f9499	Question: What are cathodes in ? Answer: storage battery Explanation: voltaic cell explanation cathodes are used to charge batteries.	Choice: voltaic cell Choice: electrolytic cell
161ce8ed0460c02f1b252d8a6fc1adb6	Question: Stood below the balloons and studied them closely.  As he looked to the sky, he didn't see anything holding them up.  He wondered what the balloons where? Answer: aloft Explanation: aloft explanation aloft is the only place that holds up balloons.	Choice: upstairs Choice: upwards 
dfd81f3e2498468c074edb783cac36c8	Question: Where would you find travelers that are planning to go to a different continent? Answer: airport Explanation: airport explanation a bus depot is the only place that would have travelers planning to go to a different continent.	Choice: bus depot Choice: train station 
165651edc44863ae9ba9f289cfcb61e7	Question: If I am in the southern United States eating crab, where am I likely? Answer: south carolina Explanation: south carolina explanation south carolina is in the southern united states.	Choice: maine Choice: new england
affe4140df08ad375fc49cce0c1dfd54	Question: You have to clean the tank and remember to feed them, but fish make good entry level what? Answer: pets Explanation: pets explanation pets are a good entry level food.	Choice: attempt to fly Choice: school together
6eb4a5d5475a8b1e0532a1cce84d10d4	Question: If you answering questions you only get credit if you're what? Answer: correct Explanation: correct explanation you can only get credit if you are correct.	Choice: discussion Choice: teaching 
aef225302b9366cab3d98f9c8e3dc4e5_1	Question: The children playing was bothersome to others in the area, where did one complaint come from? Answer: neighbor's house Explanation: neighbor's house explanation a neighbor's house is the only place that might have	Choice: park Choice: swimming pool 
b48539c85117b2171a7bff9e62200442	Question: The long island sound stretches out into the water south of where? Answer: connecticut Explanation: atlantic explanation the atlantic is south of connecticut	 Choice: atlantic Choice: long island
8676ddee163b90d0c36980b9fbc0afbb	Question: Where would a marmoset be unable to breathe? Answer: underground Explanation: underground explanation a marmoset cannot breathe in the underground.	Choice: dictionary Choice: latin america
ad547bfd77d928a65c925d05d9b9d567	Question: He watched the team play every Sunday, but this was the first time the fan would enter a what to see a snap live? Answer: football stadium Explanation: football stadium explanation a football stadium is the only place you can see a snap live.	Choice: living room Choice: hockey game 
3673e1790048e0c4067df8c7c1dc8533	Question: What is the worst part of playing games? Answer: losing Explanation: losing explanation losing is the worst part of playing games	Choice: learning Choice: fatigue
6435a28a5d2eca7131dd5dc029cc485e	Question: Where are peas likely to be freshest? Answer: farmer's market Explanation: farmer's market explanation a farmer's market is where peas are likely to be freshest.	 Choice: grocery store Choice: supermarket
3610e66dc2f2f04ef382f75c97fb75f4	Question: The lizard tried to stay cool by resting in what sort of location? Answer: shady spot Explanation: sunny place explanation a sunny place is the best place to stay cool.	Choice: sunny place Choice: rocky areas 
aafb7e353f5477cd59c44dfa5c80961e	Question: Where would someone be likely to store a double edge razor? Answer: shower Explanation: shower explanation a shower is the only place you would store a razor.	Choice: chemist Choice: drug store
dd1d03ed6b10bccb6eeb99d78e834ca0	Question: James was caught committing perjury in a mock trial for his law class. Everyone laughed at his inept lies.  He couldn't stand the what? Answer: embarrassment Explanation: embarrassment explanation a mock trial is the only option that makes sense.	 Choice: go to jail Choice: penalty
016dde04f1aa6837658da0e2c1679114	Question: What is one fun result of farting? Answer: loud noise Explanation: social ostracism explanation farting causes social ostracism	Choice: social ostracism Choice: bad smell
a001f7f720726a7e0e022a5ae1f419b5	Question: Where does a ticket booth stand at the front of? Answer: train station Explanation: train station explanation ticket booth stands at the front of a subway	Choice: subway Choice: auditorium
5f7a546db27bb47154f713c65585c710	Question: The student was having difficulty finding information in the book, so he raise his hand and began to what? Answer: ask questions Explanation: ask questions explanation the student was having difficulty finding information in the book, so he raised his hand and began to what?	Choice: death Choice: go to school 
7f4f5b8d4fff666a075b891774ce7617	Question: Sam didn't like the people he met while traveling.  What might he do to get away from them? Answer: come home Explanation: go out explanation sam didn't like the people he met while traveling.	Choice: go out Choice: make art 
c34537b9fc13dad77ea3432f4ee2c098	Question: Where you have finished a conversation with a person what do you say? Answer: say goodbye Explanation: say goodbye explanation if you have finished a conversation with someone, you would say goodbye.	Choice: open letter Choice: listen to radio
ac674e5c9a49b2d461ea46d40434f151	Question: James found himself watching films all the time.  He did it because he was too high strung and needed some what? Answer: relaxation Explanation: relaxation explanation if you are too high strung, you need relaxation.	Choice: enjoyment Choice: stupidity 
f9a6430107bb9d6ed40ce456c82231a9	Question: What is the one thing that lawyers cannot do when they see injustice? Answer: keep quiet Explanation: press charges explanation press charges is the only thing that lawyers cannot do when they see injustice	Choice: press charges Choice: settle disputes 
8c8bde666fc023ab722d09221a7006e7	Question: While mowing the lawn he had to be careful not to hit the landscaping, he didn't want to launch a rock at a passing car while working in the what? Answer: front yard Explanation: suburbia explanation suburbia is the only place that has a lawn.	Choice: suburbia Choice: back yard
8a85a40d1924724c7827210eeb5b9617	Question: What do people do when they are caught in severe weather and lose their balance while traveling? Answer: experience pain Explanation: experience pain explanation if you are caught in severe weather and lose your balance while traveling, you will experience pain.	 Choice: thank god Choice: kill each other
7f037454c49ea7707df7dbf04b2535c3	Question: John would do anything because he didn't care.  He would do what? Answer: whatever Explanation: whatever explanation john would do anything because he didn't care.	 Choice: matter to Choice: fall down
4fa06aac61c1cf6c8392c2ff011b3eaa	Question: What are cats that have found sunlight likely to do? Answer: lie down Explanation: lie down explanation cats that have found sunlight are likely to lie down.	 Choice: drink water Choice: eat meat
7eb948010b4489c75861db86b1298c53	Question: As they skipped stones, where were they looking for new ones? Answer: river bed Explanation: river bed explanation a river bed is the only place where stones are found.	Choice: creek bed Choice: gallbladder 
6e0ae8e718a477a7ec334400f66c0fc7	Question: Where is a mouse likely to enter a house? Answer: garage Explanation: garage explanation a garage is the most likely place to enter a house.	Choice: kitchen Choice: cupboard
76ffc1e4eb49b1153831d22a6bc93cdf	Question: Joe and Mac were students students concerned about their future.  They wanted to be important and do what to something? Answer: amount to Explanation: amount to explanation joe and mac were students concerned about their future.	Choice: better comprehension Choice: do well 
2a5061a514936468e0ff292292c8d63c	Question: How can students be social when completing assignments? Answer: study together Explanation: study together explanation students can be social when completing assignments.	Choice: further education Choice: study philosophy
c285e3b35e3ae866771fec06a58bc22d	Question: The beautiful women walked up and down the catwalk, the cameras flashed and everybody was enjoying the what? Answer: fashion show Explanation: fashion show explanation the beautiful women walked up and down the catwalk,the cameras flashed and everybody was enjoying	 Choice: construction site Choice: theatre
cc7992d64d2cd04eeb3e0a5168037e87	Question: What sort of life event might draw a large crowd of people together to celebrate? Answer: wedding Explanation: wedding explanation a wedding is the only life event that draws people together to celebrate.	Choice: bus stop Choice: convention
4030730fb83f5b61a4fed4f9ebe9a88b	Question: What does Discovery have a number of, starring a shark? Answer: television program Explanation: television program explanation a television program is the only option that features a shark.	Choice: coral reef Choice: open ocean 
c277775dce20e98575156b8b983c258c	Question: Jeremy is mastering a music scale, where should he find books on the matter? Answer: music store Explanation: music store explanation if he is mastering a music scale, he should find books on the matter in a music store	Choice: butcher shop Choice: assay office 
c127dc0a6c2701ff59e20c7070fbce8c	Question: Why do people want to swim in the heat? Answer: cool down Explanation: cool down explanation people want to cool down in the heat	 Choice: exercise Choice: excercise
c40bd55eec7c264c0fcfa929d4ec8fe9	Question: What do kids have to do before they can go outside a house? Answer: open door Explanation: open door explanation to go outside a house is to open a door.	Choice: wonder about Choice: distracting
0aeb76dec4897054975b01a17f4b8fa0	Question: Why would a person drop out of school? Answer: more leisure time Explanation: successful in life explanation if you drop out of school, you will not feel pain.	 Choice: successful in life Choice: not feel pain
987edd42112f98025fc752f0b1b5f04a	Question: What is a health benefit of jumping rope? Answer: increased heart rate Explanation: increased heart rate explanation jumping rope increases the heart rate	 Choice: sweating Choice: having fun
9a1680ddedbbbace5281ab89a7031545	Question: How should a person's health improve after getting in shape? Answer: feeling better Explanation: feel stronger explanation i consider it the best option because they have to be more true	Choice: look better Choice: feel stronger
f615535006ac80911e2c34f39e2edb03	Question: He used a blunt instrument to do the killing, there was no way to clean up the what? Answer: bloody mess Explanation: bloody mess explanation he used a blunt instrument to do the killing	Choice: sorrow Choice: freedom 
baaf0f9cad3b232e85053d748994b0c3	Question: John didn't double space or use line breaks.  As a result, it was impossible to make out breaks between his what. Answer: paragraph Explanation: sentence explanation john didn't double space or use line breaks. it was impossible to make out breaks between his what	Choice: sentence Choice: box 
fd8a34c01ae2778aa8cf602f5dd420f1	Question: Where do you typically use a tourniquet? Answer: hospital Explanation: emergency kit explanation tourniquets are used in ambulances.	Choice: emergency kit Choice: ambulance
83871d9bc0fb4bd893657b197bd1058e	Question: Why  would a person stop buying products? Answer: running out of money Explanation: running out of money explanation a person stops buying products because they run out of money.	 Choice: comparison shopping Choice: overstocking
c43d32fb522e64bdb3bef326643726cc	Question: What is a fast but expensive way to send small cargo? Answer: airplane Explanation: ship's hold explanation ship's hold is a fast but expensive way to send small cargo	Choice: ship's hold Choice: boat
cf9904211d9c602da9e41be0e3b24aff	Question: How does getting paid feel? Answer: satisfaction Explanation: satisfaction explanation getting paid is a feeling.	Choice: sorrow Choice: income tax 
02350ce6ff0db2038d95084c38e87c9d_1	Question: The doctor recommended washing hands, what was being promoted? Answer: health Explanation: health explanation the doctor recommended washing hands, what was being promoted	 Choice: dry skin Choice: become wet
71beb7fbdd50fb6fa09e00e38c2aa78c	Question: The jelly was opened and likely to spoil, where should someone put it? Answer: refrigerator Explanation: refrigerator explanation a refrigerator is the only place you would put a jelly.	 Choice: jar Choice: donuts
78cc94259c69fe5860663cfb709e12d0	Question: Where is a tabby cat likely to be happiest? Answer: lap Explanation: lap explanation a lap is the only place where a tabby cat would be happy.	Choice: home Choice: barn 
a425a788c5d2ac50816e5110b7d09911	Question: The attack took the player by surprise, he say the game was over and his opponent would win so he decided to just what? Answer: surrender Explanation: surrender explanation surrender is the only option that would take the player by surprise.	Choice: cease fire Choice: defend 
8b7df25a9023ba6ae506bf22108d80a9	Question: The hot weather made me crave something cold, what did I seek? Answer: eat ice cream Explanation: cool off explanation cold weather makes you crave something cold,what did i seek?	Choice: swim Choice: cool off
2a3a8a0eb9c37001a0b690fc8a60de37	Question: Why does a person go to a soup kitchen? Answer: free food Explanation: free food explanation people go to a soup kitchen for free food.	Choice: in mail Choice: oral sex
edb1ce3564dd3c3f9090bead5e583ae4	Question: Where would you get some knives if you do not have any? Answer: sporting goods store Explanation: sporting goods store explanation a sporting goods store is the only place that sells knives.	Choice: kitchen Choice: backpack 
b0cb6540c3c14dbd51625efbbeaa5b40	Question: What should you do when you need to raise your body temperature when it is chilly at night outdoors? Answer: warmth Explanation: warmth explanation you need to raise your body temperature when it is chilly outside	 Choice: go to jail Choice: burns
bb451386136ad5d6cbe142bff6a43605	Question: What are the problems of eating and not exercising? Answer: gaining weight Explanation: gaining weight explanation gaining weight is the problem of eating and not exercising	 Choice: getting full Choice: satisfaction
40275b177f10aade891e92bf01e245dd	Question: Where are you if a number of athletes are wrestling? Answer: competition Explanation: competition explanation wrestlers compete in a competition	Choice: bruises Choice: get free
25c5b8c08504deaf91b65ffe4fbeca6a_1	Question: You might hear clippers more than anything at a barber, but you'll hear a pair of scissors more often at a what? Answer: hair salon Explanation: hair salon explanation a hair salon is the only place you'll hear scissors.	Choice: pocket Choice: drawer
